Identificador,Nome,Linhas de Pesquisa,Membros de Corpo Editorial,Revisores de Periódico,Revisores de Projeto de Fomento,Áreas de Atuação
5186657759216752,Regina Célia Guedes Leite,MÉTODOS NUMÉRICOS E COMPUTACIONAIS PARA ENGENHARIA,0,0,0,"Estruturas, Projeto de Arquitetura e Urbanismo, Projeto de Arquitetura e Urbanismo"
5187507798447022,Gustavo Montes Novaes,,0,0,0,"Modelagem Computacional, Realidade Virtual/Aumentada, Inteligência Computacional"
5188106331623603,Júlio César de Jesus Onofre,,0,0,0,"Análise, Álgebra, Educação Matemática"
5214182045199683,Emerson Alves da Silva,,0,0,0,", Circuitos Elétricos, Magnéticos e Eletrônicos"
5216134330465292,Giovani Guimarães Rodrigues,"Modelagem e Controle de Sistemas Dinâmicos, Análise, Projeto e Desenvolvimento de Sistemas Eletrônicos, Processamento Não-Linear de Sinais",0,0,0,"Processamento de Sinais, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
5222431703445495,Maria de Lourdes Couto Nogueira,"Grupo de Pesquisa certificado pelo CEFET-MG: NUPEVEM - Núcleo de Pesauisa em Vestuário e Moda, Grupo de Pesquisa certificado pelo CEFET-MG: PIGETEC - Pesquisa Interdisciplinar em Gestão Tecnológica, Descrição: Grupo VISEE- Estudos de Semioses Visuais - No intuito de agregar estudos que visem à reflexão sobre os elementos envolvidos nos processos semióticos de produção de sentido correspondentes ao universo polissêmico da imagem, esse grupo busca",0,0,0,", , , "
5243230296515836,Juliana Alvarenga Alves Girardelli,,0,0,0,"Ciência de Alimentos, Processamento mínimo de frutas e hortaliças, Bioquímica e Fisiologia Pós-Colheita de Frutas e Hortaliças, Métodos não-destrutivos para análise de alimentos (biopeckle laser), Bebidas fermentadas de frutas, Química de Alimentos"
5245173516583179,Daniela Casagrande Matos,,0,0,0,"Desenho de Produto, Engenharia de Materiais, Cerâmica, Reciclagem"
5259773912795089,Alex Alves Fogal,"Literatura, Cultura e Sociedade",0,0,0,"Outras Literaturas Vernáculas, Literatura Brasileira, Teoria Literária"
5277786137786844,Roney Anderson Nascimento de Aquino,,0,0,0,
5290987560774762,Rogério Antônio Xavier Nunes,,0,0,0,", , Materiais Não-Metálicos, Estatística, Estatística, "
5300421458375793,Sandro Renato Dias,"Orientação de Iniciação Científica (PIC) nas áreas de Bioinformática, Desenvolvimento Web, Banco de Dados Biológicos, Sistemas Distribuídos, Redes de Computadores, Inclusão Digital.",0,0,0,"Bioinformática, Sistemas de Computação, Sistemas de Computação, ANÁLISE E DESENVOLVIMENTO DE SISTEMAS, Sistemas de Computação, Ensino-Aprendizagem"
5304266547040741,Deborah Oliveira Santos,"Comportamento do consumidor, Franquia como modelo de negócio, Marketing digital",0,0,0,"Administração de Empresas, Administração de Empresas, Franquia, Administração, Turismo, marketing digital"
5308654780565866,Milene Bianchi dos Santos,"Recuperação de áreas degradadas, Dinâmica de clareiras, Interação inseto-planta, Ecologia, Ensino de Biologia",0,0,0,"Ecologia Teórica, Recuperação de áreas degradadas, Sustentabilidade, Interação Inseto-Planta, Dinâmica Florestal"
5318304134740537,Susana Costa Carvalho,,0,0,0,", "
5323337908777516,José Hissa Ferreira,"Otimização em Engenharia, Projeto de Circuitos Assistidos por Computador, Otimização de Sistemas em Engenharia, Otimização e Projeto Assistido por Computador, Algoritmos Evolutivos e Inteligência Computacional Aplicados à Otimização em Engenharia, Aplicação de Microprocessadores para o Controle de Conversores Estáticos, Conversores Estáticos e Energias Renováveis",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Sistemas Elétricos de Potência, Circuitos Elétricos, Magnéticos e Eletrônicos, Circuitos Elétricos, Magnéticos e Eletrônicos, Circuitos Elétricos, Magnéticos e Eletrônicos"
5330198281056984,Luan Soares Oliveira,"Aprendizado Incremental, Classificação em Fluxos de Dados não-estacionários",0,0,0,
,João Claudio Menezes Scotti,,0,0,0,", Engenharia do Produto"
5342045669405498,Antônio de Souza Reis,,0,0,0,", Eletrônica Industrial, Sistemas e Controles Eletrônicos"
5364556376864277,Cláudio de Andrade Lima,"Geração Eólica, Acionamentos Elétricos, Motobombas, Máquinas Elétricas, Ensino em Engenharia",0,0,0,"Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Acionamentos Elétricos, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
5373322603678485,Marcos Antonio da Silva Pinto,"Sistemas microprocessados, Eletronica de potencia",0,0,0,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Engenharia Biomédica"
5386844601893935,Cláudio Turani Vaz,"Desenvolvimento de consumíveis para soldagem ao arco elétrico, Soldagem de polímeros pelo processo FSW, Estudo da relação entre microestrutura e propriedades em metais de solda",0,0,0,", "
5398190263704580,Sandro Aloísio Matilde,"Metalografia e Novos materiais, Microscopia ótica, Seleção de Materiais",0,0,0,"Metalurgia de Transformação, Química Inorgânica"
5399317473703342,Paulo Henrique Ribeiro Borges,Materiais de Construção Sustentáveis,0,0,0,"Construção Civil, Construção Civil, Materiais Não-Metálicos"
5404607435640756,Alexander Corrêa dos Santos,"Simulação Numérica, Processamento de Imagens, Problemas Inversos, Restauração de Imagens de AFM com Solução de Problemas Inversos",0,0,0,"Processamento de Imagens, Matemática da Computação, Sistemas Elétricos de Potência, Teoria da Computação, Estatística, Teoria da Computação"
5421546402917545,Antônio Guimarães Campos,"OGP - Organizações, Gestão e Políticas Públicas, Monitoramento sócio-econômico do setor do vestuário no município de Divinópolis",0,0,0,"Administração Pública, Administração Pública, Administração de Empresas, Administração de Setores Específicos, Administração de Setores Específicos"
5423760773564605,Matusalém Martins Lanes,,0,0,0,"Sistemas Elétricos de Potência, Circuitos Elétricos, Magnéticos e Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Armazenador cinético de energia, Máquina de relutância chaveada"
5427948135039053,Patrícia Bhering Fialho,"Coordenadora do grupo de pesquisa certificado pela instituição &amp;quot;Ergonomia, segurança e sustentabilidade na construção civil",0,0,0,"Projeto de Arquitetura e Urbanismo, Engenharia Civil, Ergonomia, Desenho de Produto"
